src,dst,relation,weight,notes
MCR-1.103@2025-05-01,MCR-6.937@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.307@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-8.112@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.005@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-5.105@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.112@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-8.108@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.128@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.103@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.241@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.211@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.722@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-5.304@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.313@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.612@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.206@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.604@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.403@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.207@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.113@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-1.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-5.204@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.306@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.203@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.118@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.112@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.979@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-1.201@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.207@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.313@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.002@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.407@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.216@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.120@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.301@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.222@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.903@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.504@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-9.305@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.987@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-8.126@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.907@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.944@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-6.301@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.215@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.319@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.985@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.905@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.305@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-5.108@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.950@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.004@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.702@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.401@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.974@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.915@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-7.105@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.921@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.912@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.420@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.112@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-5.208@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.103@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.206@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.992@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.943@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.991@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.230@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.402@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-3.982-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.103@2025-05-01,MCR-2.510@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.977@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.961-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.508-2@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.610@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.993@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.716@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.122@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.158@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.511@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.211@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.206@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.967@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.605@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.931@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.102@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.208@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-1.111@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.110@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.104@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-1.109@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.001-6@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.209@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.972@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.123@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.625@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.116@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.204@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-4.002@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.119@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.006@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.204@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-4.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.971@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.402@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.445@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.976@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.429@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.109@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.218@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.310@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.113@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.307@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.115@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.923@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.217@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.223@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.216@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.802@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.935@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.302@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.117@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.425@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.930@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.502@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.118@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.409@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.203@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.227@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.003@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.311@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.240@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.126@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.740@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.202@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.709@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.901-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.410@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.305@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.903@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.310@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.402@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.104-9@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.122@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.615@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.108@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.308@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.111@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.212@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.250@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.221@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.403@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.961@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.932@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-4.201@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.119@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.220@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.502@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.508@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.905@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.933@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.205@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.232@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.719@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.210@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.953@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.705@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.800@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.302@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.602@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.503@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.965@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.125@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.402@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.312@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.251@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.210@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.313@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.721@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.114@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.115@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.911@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.316@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.313@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.201@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.209@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.218@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.221@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.105@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.505@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.219@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.517@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.120@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.703@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.223@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.308@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.941-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.720@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.222@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.103@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.936@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.128@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.119@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.506@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.907@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.203@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.614@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.100@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.110@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.301@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.715@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.315@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.942@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.205@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.613@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.131@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.937@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.002@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.223@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.310@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.611@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.114@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.501@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.111@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.605@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.602@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.311@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.222@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.935@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.121@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.603@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.412@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.512@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.310@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.106@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.302@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.952@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.622@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.706@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.606@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.121@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.111@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.604@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.311@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.931-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.302@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.303@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.224@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.109@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.205@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.214@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.406@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.984@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.506@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.113@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.611@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.106@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.116@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.314@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.116@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.219@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.975@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.301@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.107@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-8.117@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.119@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.113@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.603@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.981-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.110@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.922@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.970@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.981@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.303@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.431@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.306@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.113@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.120@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.983@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.716-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.601@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.743@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.718@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.973@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.931@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.201@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.103@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.501@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-1.108@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.411@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.101@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.784@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.505-6@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.124@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.403@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.986@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.115@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.104@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.310@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.925@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-9.104@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.004@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.963@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.318@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.309@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.433@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-6.419@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-2.202@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-7.101-7@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.951-3@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.203@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-3.962@2025-05-01,cross_refs,1,auto-cite
MCR-1.104@2025-05-01,MCR-5.131@2025-05-01,cross_refs,1,auto-cite
